Date,Town,Sale Amount
08/22,Barkhamsted,314854.55
09/22,Barkhamsted,241600.0
10/22,Barkhamsted,258294.76
11/22,Barkhamsted,258294.76
12/22,Barkhamsted,258294.76
10/06,Beacon Falls,138600.0
11/06,Beacon Falls,138600.0
12/06,Beacon Falls,138600.0
01/07,Beacon Falls,138600.0
02/07,Beacon Falls,138600.0
03/07,Beacon Falls,138600.0
04/07,Beacon Falls,138600.0
05/07,Beacon Falls,138600.0
06/07,Beacon Falls,138600.0
07/07,Beacon Falls,138600.0
08/07,Beacon Falls,138600.0
09/07,Beacon Falls,138600.0
10/07,Beacon Falls,138600.0
11/07,Beacon Falls,263680.0
12/07,Beacon Falls,33000.0
01/08,Beacon Falls,166250.0
02/08,Beacon Falls,300566.67
03/08,Beacon Falls,305500.0
04/08,Beacon Falls,170675.4
05/08,Beacon Falls,214272.43
06/08,Beacon Falls,340962.5
07/08,Beacon Falls,290500.0
08/08,Beacon Falls,174000.0
09/08,Beacon Falls,375000.0
10/08,Beacon Falls,345000.0
11/08,Beacon Falls,154651.3
12/08,Beacon Falls,325000.0
01/09,Beacon Falls,254175.0
02/09,Beacon Falls,226480.0
03/09,Beacon Falls,166937.5
04/09,Beacon Falls,174580.0
05/09,Beacon Falls,220919.71
06/09,Beacon Falls,170000.0
07/09,Beacon Falls,222451.33
08/09,Beacon Falls,263333.33
09/09,Beacon Falls,242750.0
10/09,Beacon Falls,145166.67
11/09,Beacon Falls,222500.0
12/09,Beacon Falls,82975.0
01/10,Beacon Falls,139333.33
02/10,Beacon Falls,217512.5
03/10,Beacon Falls,131750.0
04/10,Beacon Falls,244480.0
05/10,Beacon Falls,208370.71
06/10,Beacon Falls,230300.0
07/10,Beacon Falls,135333.33
08/10,Beacon Falls,241515.71
09/10,Beacon Falls,210166.67
10/10,Beacon Falls,233000.0
11/10,Beacon Falls,132000.0
12/10,Beacon Falls,240333.25
01/11,Beacon Falls,140001.0
02/11,Beacon Falls,165766.41
03/11,Beacon Falls,169500.0
04/11,Beacon Falls,172987.5
05/11,Beacon Falls,165866.0
06/11,Beacon Falls,130250.0
07/11,Beacon Falls,94500.0
08/11,Beacon Falls,220502.0
09/11,Beacon Falls,296214.29
10/11,Beacon Falls,166550.23
11/11,Beacon Falls,166550.23
12/11,Beacon Falls,166550.23
01/12,Beacon Falls,166550.23
02/12,Beacon Falls,166550.23
03/12,Beacon Falls,166550.23
04/12,Beacon Falls,166550.23
05/12,Beacon Falls,166550.23
06/12,Beacon Falls,166550.23
07/12,Beacon Falls,166550.23
08/12,Beacon Falls,166550.23
09/12,Beacon Falls,166550.23
10/12,Beacon Falls,121750.0
11/12,Beacon Falls,161031.29
12/12,Beacon Falls,265500.0
01/13,Beacon Falls,149439.4
02/13,Beacon Falls,82843.33
03/13,Beacon Falls,124000.0
04/13,Beacon Falls,138175.0
05/13,Beacon Falls,258000.0
06/13,Beacon Falls,249166.67
07/13,Beacon Falls,191200.0
08/13,Beacon Falls,195400.0
09/13,Beacon Falls,180316.67
10/13,Beacon Falls,278966.67
11/13,Beacon Falls,214437.5
12/13,Beacon Falls,174625.0
01/14,Beacon Falls,254328.57
02/14,Beacon Falls,261495.12
03/14,Beacon Falls,208305.25
04/14,Beacon Falls,48500.0
05/14,Beacon Falls,198000.0
06/14,Beacon Falls,273000.0
07/14,Beacon Falls,186857.14
08/14,Beacon Falls,208233.33
09/14,Beacon Falls,249925.0
10/14,Beacon Falls,212800.0
11/14,Beacon Falls,204968.75
12/14,Beacon Falls,237975.0
01/15,Beacon Falls,176166.67
02/15,Beacon Falls,234000.0
03/15,Beacon Falls,154333.33
04/15,Beacon Falls,98250.0
05/15,Beacon Falls,210845.71
06/15,Beacon Falls,250562.5
07/15,Beacon Falls,163383.89
08/15,Beacon Falls,174650.0
09/15,Beacon Falls,244260.0
10/15,Beacon Falls,176423.3
11/15,Beacon Falls,176166.67
12/15,Beacon Falls,265200.0
01/16,Beacon Falls,203625.0
02/16,Beacon Falls,186046.4
03/16,Beacon Falls,152192.86
04/16,Beacon Falls,146435.83
05/16,Beacon Falls,203500.0
06/16,Beacon Falls,326630.55
07/16,Beacon Falls,177737.25
08/16,Beacon Falls,186328.12
09/16,Beacon Falls,240440.91
10/16,Beacon Falls,175698.42
11/16,Beacon Falls,175698.42
12/16,Beacon Falls,175698.42
01/17,Beacon Falls,175698.42
02/17,Beacon Falls,175698.42
03/17,Beacon Falls,175698.42
04/17,Beacon Falls,175698.42
05/17,Beacon Falls,175698.42
06/17,Beacon Falls,175698.42
07/17,Beacon Falls,175698.42
08/17,Beacon Falls,175698.42
09/17,Beacon Falls,175698.42
10/17,Beacon Falls,255588.89
11/17,Beacon Falls,176188.55
12/17,Beacon Falls,264300.0
01/18,Beacon Falls,226891.62
02/18,Beacon Falls,210750.0
03/18,Beacon Falls,298670.25
04/18,Beacon Falls,201160.83
05/18,Beacon Falls,216375.0
06/18,Beacon Falls,224600.0
07/18,Beacon Falls,185825.0
08/18,Beacon Falls,310700.0
09/18,Beacon Falls,191666.67
10/18,Beacon Falls,156886.1
11/18,Beacon Falls,220625.0
12/18,Beacon Falls,219803.4
01/19,Beacon Falls,211100.0
02/19,Beacon Falls,122743.0
03/19,Beacon Falls,209201.25
04/19,Beacon Falls,213407.14
05/19,Beacon Falls,304228.12
06/19,Beacon Falls,263618.18
07/19,Beacon Falls,274545.11
08/19,Beacon Falls,226750.0
09/19,Beacon Falls,255661.0
10/19,Beacon Falls,254311.11
11/19,Beacon Falls,189366.67
12/19,Beacon Falls,215962.5
01/20,Beacon Falls,154803.67
02/20,Beacon Falls,293416.67
03/20,Beacon Falls,251080.0
04/20,Beacon Falls,225977.8
05/20,Beacon Falls,254700.0
06/20,Beacon Falls,284685.71
07/20,Beacon Falls,291044.44
08/20,Beacon Falls,341406.25
09/20,Beacon Falls,126450.0
10/20,Beacon Falls,283822.62
11/20,Beacon Falls,201007.36
12/20,Beacon Falls,266355.73
01/21,Beacon Falls,176583.33
02/21,Beacon Falls,266966.67
03/21,Beacon Falls,304538.33
04/21,Beacon Falls,228714.29
05/21,Beacon Falls,308344.08
06/21,Beacon Falls,212644.18
07/21,Beacon Falls,317633.95
08/21,Beacon Falls,304222.0
09/21,Beacon Falls,258389.47
10/21,Beacon Falls,190146.74
11/21,Beacon Falls,190146.74
12/21,Beacon Falls,190146.74
01/22,Beacon Falls,190146.74
02/22,Beacon Falls,190146.74
03/22,Beacon Falls,190146.74
04/22,Beacon Falls,190146.74
05/22,Beacon Falls,190146.74
06/22,Beacon Falls,190146.74
07/22,Beacon Falls,190146.74
08/22,Beacon Falls,190146.74
09/22,Beacon Falls,190146.74
10/22,Beacon Falls,190146.74
11/22,Beacon Falls,190146.74
12/22,Beacon Falls,190146.74
10/06,Berlin,274575.52
11/06,Berlin,267898.29
12/06,Berlin,289971.09
01/07,Berlin,282464.29
02/07,Berlin,213646.45
03/07,Berlin,324130.43
04/07,Berlin,311735.71
05/07,Berlin,306400.0
06/07,Berlin,293911.04
07/07,Berlin,315493.55
08/07,Berlin,300068.42
09/07,Berlin,272271.27
10/07,Berlin,276860.45
11/07,Berlin,276860.45
12/07,Berlin,276860.45
01/08,Berlin,276860.45
02/08,Berlin,276860.45
03/08,Berlin,276860.45
04/08,Berlin,276860.45
05/08,Berlin,276860.45
06/08,Berlin,276860.45
07/08,Berlin,276860.45
08/08,Berlin,276860.45
09/08,Berlin,276860.45
10/08,Berlin,290114.75
11/08,Berlin,217800.0
12/08,Berlin,302301.33
01/09,Berlin,285200.0
02/09,Berlin,323725.0
03/09,Berlin,260947.74
04/09,Berlin,283545.45
05/09,Berlin,228920.83
06/09,Berlin,279034.38
07/09,Berlin,241758.33
08/09,Berlin,268447.06
09/09,Berlin,220670.83
10/09,Berlin,253791.67
11/09,Berlin,263093.75
12/09,Berlin,222326.32
01/10,Berlin,254055.56
02/10,Berlin,273990.0
03/10,Berlin,261216.38
04/10,Berlin,307203.12
05/10,Berlin,246131.58
06/10,Berlin,210912.0
07/10,Berlin,285313.33
08/10,Berlin,314866.67
09/10,Berlin,218125.0
10/10,Berlin,223399.17
11/10,Berlin,299853.58
12/10,Berlin,216900.0
01/11,Berlin,292500.0
02/11,Berlin,243055.56
03/11,Berlin,233958.33
04/11,Berlin,313468.75
05/11,Berlin,239012.21
06/11,Berlin,253205.88
07/11,Berlin,238618.75
08/11,Berlin,235131.25
09/11,Berlin,220738.89
10/11,Berlin,256492.86
11/11,Berlin,281266.67
12/11,Berlin,231461.0
01/12,Berlin,216322.22
02/12,Berlin,284662.5
03/12,Berlin,233940.0
04/12,Berlin,252771.39
05/12,Berlin,220160.0
06/12,Berlin,217893.18
07/12,Berlin,257857.75
08/12,Berlin,268023.17
09/12,Berlin,248555.56
10/12,Berlin,268342.82
11/12,Berlin,268342.82
12/12,Berlin,268342.82
01/13,Berlin,268342.82
02/13,Berlin,268342.82
03/13,Berlin,268342.82
04/13,Berlin,268342.82
05/13,Berlin,268342.82
06/13,Berlin,268342.82
07/13,Berlin,268342.82
08/13,Berlin,268342.82
09/13,Berlin,268342.82
10/13,Berlin,267417.78
11/13,Berlin,260866.67
12/13,Berlin,277826.92
01/14,Berlin,264473.33
02/14,Berlin,306822.73
03/14,Berlin,314333.33
04/14,Berlin,275833.33
05/14,Berlin,230975.0
06/14,Berlin,255585.59
07/14,Berlin,225551.88
08/14,Berlin,260669.95
09/14,Berlin,251852.94
10/14,Berlin,242386.36
11/14,Berlin,278028.57
12/14,Berlin,245166.67
01/15,Berlin,250340.0
02/15,Berlin,171000.0
03/15,Berlin,231400.0
04/15,Berlin,253463.64
05/15,Berlin,196062.5
06/15,Berlin,270848.15
07/15,Berlin,280295.65
08/15,Berlin,268170.45
09/15,Berlin,206259.76
10/15,Berlin,273985.15
11/15,Berlin,275888.83
12/15,Berlin,222883.33
01/16,Berlin,202284.58
02/16,Berlin,198082.92
03/16,Berlin,241458.33
04/16,Berlin,225892.26
05/16,Berlin,262973.21
06/16,Berlin,227279.88
07/16,Berlin,242889.0
08/16,Berlin,261628.34
09/16,Berlin,260293.4
10/16,Berlin,241480.08
11/16,Berlin,247604.17
12/16,Berlin,237511.54
01/17,Berlin,259564.58
02/17,Berlin,186737.55
03/17,Berlin,225491.18
04/17,Berlin,248098.24
05/17,Berlin,232724.21
06/17,Berlin,241750.0
07/17,Berlin,276671.0
08/17,Berlin,275184.83
09/17,Berlin,334826.25
10/17,Berlin,244623.82
11/17,Berlin,262828.6
12/17,Berlin,262828.6
01/18,Berlin,262828.6
02/18,Berlin,262828.6
03/18,Berlin,262828.6
04/18,Berlin,262828.6
05/18,Berlin,262828.6
06/18,Berlin,262828.6
07/18,Berlin,262828.6
08/18,Berlin,262828.6
09/18,Berlin,262828.6
10/18,Berlin,261431.5
11/18,Berlin,249753.33
12/18,Berlin,257761.11
01/19,Berlin,251549.29
02/19,Berlin,218933.93
03/19,Berlin,271392.86
04/19,Berlin,215367.5
05/19,Berlin,262328.99
06/19,Berlin,261792.86
07/19,Berlin,248903.85
08/19,Berlin,282200.0
09/19,Berlin,308562.96
10/19,Berlin,263123.08
11/19,Berlin,274664.0
12/19,Berlin,245213.79
01/20,Berlin,299227.27
02/20,Berlin,241470.0
03/20,Berlin,294916.3
04/20,Berlin,287458.33
05/20,Berlin,270128.57
06/20,Berlin,298077.26
07/20,Berlin,292530.33
08/20,Berlin,289445.45
09/20,Berlin,299651.2
10/20,Berlin,290159.26
11/20,Berlin,293436.84
12/20,Berlin,294048.74
01/21,Berlin,283127.12
02/21,Berlin,285839.89
03/21,Berlin,272584.62
04/21,Berlin,297343.64
05/21,Berlin,319103.71
06/21,Berlin,304873.68
07/21,Berlin,309746.8
08/21,Berlin,333772.07
09/21,Berlin,293087.06
10/21,Berlin,283815.57
11/21,Berlin,319956.1
12/21,Berlin,315849.42
01/22,Berlin,337205.96
02/22,Berlin,314833.33
03/22,Berlin,331796.44
04/22,Berlin,346948.23
05/22,Berlin,335405.88
06/22,Berlin,320610.14
07/22,Berlin,336205.96
08/22,Berlin,343640.61
09/22,Berlin,335125.18
10/22,Berlin,269037.14
11/22,Berlin,269037.14
12/22,Berlin,269037.14
10/06,Bethany,381750.0
11/06,Bethany,488980.0
12/06,Bethany,328246.6
01/07,Bethany,301000.0
02/07,Bethany,290666.67
03/07,Bethany,447780.0
04/07,Bethany,516500.0
05/07,Bethany,462916.67
06/07,Bethany,503076.92
07/07,Bethany,457176.11
08/07,Bethany,462500.0
09/07,Bethany,457750.0
10/07,Bethany,527950.0
11/07,Bethany,409300.0
12/07,Bethany,388870.0
01/08,Bethany,352500.0
02/08,Bethany,327142.86
03/08,Bethany,562714.29
04/08,Bethany,302666.67
05/08,Bethany,411650.0
06/08,Bethany,434784.67
07/08,Bethany,524300.0
08/08,Bethany,444166.67
09/08,Bethany,300000.0
10/08,Bethany,393137.51
11/08,Bethany,393137.51
12/08,Bethany,393137.51
01/09,Bethany,393137.51
02/09,Bethany,393137.51
03/09,Bethany,393137.51
04/09,Bethany,393137.51
05/09,Bethany,393137.51
06/09,Bethany,393137.51
07/09,Bethany,393137.51
08/09,Bethany,393137.51
09/09,Bethany,393137.51
10/09,Bethany,281666.67
11/09,Bethany,301000.0
12/09,Bethany,313176.11
01/10,Bethany,319780.0
02/10,Bethany,307450.0
03/10,Bethany,391333.33
04/10,Bethany,298528.57
05/10,Bethany,380000.0
06/10,Bethany,340454.55
07/10,Bethany,337666.67
08/10,Bethany,245000.0
09/10,Bethany,294250.0
10/10,Bethany,548500.0
11/10,Bethany,189666.67
12/10,Bethany,265642.86
01/11,Bethany,247333.33
02/11,Bethany,380469.97
03/11,Bethany,182500.0
04/11,Bethany,286125.0
05/11,Bethany,336666.67
06/11,Bethany,295750.0
07/11,Bethany,376303.25
08/11,Bethany,259000.0
09/11,Bethany,324128.57
10/11,Bethany,374657.84
11/11,Bethany,282750.0
12/11,Bethany,328900.0
01/12,Bethany,298725.0
02/12,Bethany,284104.0
03/12,Bethany,372857.14
04/12,Bethany,315000.0
05/12,Bethany,425000.0
06/12,Bethany,406733.33
07/12,Bethany,334777.78
08/12,Bethany,511666.67
09/12,Bethany,229500.0
10/12,Bethany,238316.67
11/12,Bethany,343000.0
12/12,Bethany,294428.57
01/13,Bethany,326000.0
02/13,Bethany,365166.67
03/13,Bethany,358500.0
04/13,Bethany,402750.0
05/13,Bethany,262442.0
06/13,Bethany,303500.0
07/13,Bethany,341780.0
08/13,Bethany,412726.3
09/13,Bethany,277184.67
10/13,Bethany,367504.49
11/13,Bethany,367504.49
12/13,Bethany,367504.49
01/14,Bethany,367504.49
02/14,Bethany,367504.49
03/14,Bethany,367504.49
04/14,Bethany,367504.49
05/14,Bethany,367504.49
06/14,Bethany,367504.49
07/14,Bethany,367504.49
08/14,Bethany,367504.49
09/14,Bethany,367504.49
10/14,Bethany,367740.0
11/14,Bethany,370500.0
12/14,Bethany,207250.0
01/15,Bethany,452500.0
02/15,Bethany,298000.0
03/15,Bethany,175900.0
04/15,Bethany,335727.25
05/15,Bethany,520000.0
06/15,Bethany,327500.0
07/15,Bethany,408675.0
08/15,Bethany,282083.33
09/15,Bethany,369368.75
10/15,Bethany,354475.0
11/15,Bethany,383500.0
12/15,Bethany,466000.0
01/16,Bethany,262500.0
02/16,Bethany,431150.5
03/16,Bethany,317563.33
04/16,Bethany,251545.75
05/16,Bethany,209500.0
06/16,Bethany,357583.33
07/16,Bethany,253733.33
08/16,Bethany,312981.25
09/16,Bethany,396042.71
10/16,Bethany,215444.44
11/16,Bethany,405688.0
12/16,Bethany,372475.0
01/17,Bethany,361441.43
02/17,Bethany,166000.0
03/17,Bethany,238200.0
04/17,Bethany,344500.0
05/17,Bethany,394571.43
06/17,Bethany,364893.75
07/17,Bethany,316166.67
08/17,Bethany,374342.86
09/17,Bethany,254780.0
10/17,Bethany,298250.0
11/17,Bethany,300666.67
12/17,Bethany,199000.0
01/18,Bethany,348500.0
02/18,Bethany,208650.0
03/18,Bethany,356772.19
04/18,Bethany,373333.33
05/18,Bethany,519409.09
06/18,Bethany,319142.71
07/18,Bethany,332708.33
08/18,Bethany,222700.0
09/18,Bethany,363583.33
10/18,Bethany,356715.79
11/18,Bethany,356715.79
12/18,Bethany,356715.79
01/19,Bethany,356715.79
02/19,Bethany,356715.79
03/19,Bethany,356715.79
04/19,Bethany,356715.79
05/19,Bethany,356715.79
06/19,Bethany,356715.79
07/19,Bethany,356715.79
08/19,Bethany,356715.79
09/19,Bethany,356715.79
10/19,Bethany,316044.44
11/19,Bethany,257000.0
12/19,Bethany,348562.5
01/20,Bethany,305400.0
02/20,Bethany,335357.14
03/20,Bethany,325666.67
04/20,Bethany,240233.33
05/20,Bethany,362650.0
06/20,Bethany,334000.0
07/20,Bethany,359090.91
08/20,Bethany,303833.33
09/20,Bethany,499625.0
10/20,Bethany,368742.86
11/20,Bethany,409658.0
12/20,Bethany,443075.0
01/21,Bethany,231000.0
02/21,Bethany,322340.0
03/21,Bethany,459352.86
04/21,Bethany,341575.0
05/21,Bethany,354284.33
06/21,Bethany,386322.22
07/21,Bethany,477600.0
08/21,Bethany,484663.85
09/21,Bethany,355325.0
10/21,Bethany,311600.0
11/21,Bethany,357658.33
12/21,Bethany,358884.62
01/22,Bethany,464100.0
02/22,Bethany,418550.0
03/22,Bethany,449375.0
04/22,Bethany,546000.0
05/22,Bethany,286361.33
06/22,Bethany,506333.33
07/22,Bethany,597375.0
08/22,Bethany,476800.0
09/22,Bethany,577333.33
10/22,Bethany,362122.52
11/22,Bethany,362122.52
12/22,Bethany,362122.52
10/06,Bethel,385277.78
11/06,Bethel,375310.47
12/06,Bethel,313593.75
01/07,Bethel,390791.67
02/07,Bethel,375000.0
03/07,Bethel,367083.7
04/07,Bethel,423765.38
05/07,Bethel,439409.09
06/07,Bethel,356035.71
07/07,Bethel,414485.77
08/07,Bethel,401292.31
09/07,Bethel,413909.09
10/07,Bethel,385750.55
11/07,Bethel,385750.55
12/07,Bethel,385750.55
01/08,Bethel,385750.55
02/08,Bethel,385750.55
03/08,Bethel,385750.55
04/08,Bethel,385750.55
05/08,Bethel,385750.55
06/08,Bethel,385750.55
07/08,Bethel,385750.55
08/08,Bethel,385750.55
09/08,Bethel,385750.55
10/08,Bethel,372108.22
11/08,Bethel,369803.56
12/08,Bethel,295941.25
01/09,Bethel,278017.0
02/09,Bethel,283271.43
03/09,Bethel,269740.0
04/09,Bethel,284000.0
05/09,Bethel,286200.0
06/09,Bethel,365333.33
07/09,Bethel,348855.0
08/09,Bethel,364564.14
09/09,Bethel,445230.77
10/09,Bethel,309757.6
11/09,Bethel,329509.21
12/09,Bethel,311368.75
01/10,Bethel,360400.0
02/10,Bethel,282844.44
03/10,Bethel,374333.33
04/10,Bethel,315662.2
05/10,Bethel,319845.0
06/10,Bethel,317889.47
07/10,Bethel,344068.85
08/10,Bethel,385500.0
09/10,Bethel,374187.5
10/10,Bethel,291905.88
11/10,Bethel,316009.38
12/10,Bethel,265555.56
01/11,Bethel,317733.33
02/11,Bethel,241725.0
03/11,Bethel,326722.22
04/11,Bethel,206262.56
05/11,Bethel,307634.08
06/11,Bethel,262916.67
07/11,Bethel,404409.09
08/11,Bethel,342200.0
09/11,Bethel,332766.58
10/11,Bethel,360200.0
11/11,Bethel,202000.0
12/11,Bethel,255388.89
01/12,Bethel,289750.0
02/12,Bethel,326500.0
03/12,Bethel,279000.0
04/12,Bethel,300797.09
05/12,Bethel,306773.33
06/12,Bethel,337497.78
07/12,Bethel,336225.0
08/12,Bethel,275993.82
09/12,Bethel,285041.62
10/12,Bethel,357061.77
11/12,Bethel,357061.77
12/12,Bethel,357061.77
01/13,Bethel,357061.77
02/13,Bethel,357061.77
03/13,Bethel,357061.77
04/13,Bethel,357061.77
05/13,Bethel,357061.77
06/13,Bethel,357061.77
07/13,Bethel,357061.77
08/13,Bethel,357061.77
09/13,Bethel,357061.77
10/13,Bethel,280333.33
11/13,Bethel,278483.81
12/13,Bethel,281976.95
01/14,Bethel,295230.77
02/14,Bethel,353263.64
03/14,Bethel,265687.5
04/14,Bethel,320750.0
05/14,Bethel,327965.8
06/14,Bethel,295153.09
07/14,Bethel,265883.0
08/14,Bethel,352956.25
09/14,Bethel,308404.59
10/14,Bethel,262053.85
11/14,Bethel,297285.71
12/14,Bethel,257500.0
01/15,Bethel,309000.0
02/15,Bethel,253899.25
03/15,Bethel,289272.73
04/15,Bethel,278907.89
05/15,Bethel,283168.46
06/15,Bethel,328434.0
07/15,Bethel,308460.71
08/15,Bethel,286575.69
09/15,Bethel,316178.41
10/15,Bethel,302280.77
11/15,Bethel,348468.42
12/15,Bethel,277735.0
01/16,Bethel,263946.88
02/16,Bethel,290333.33
03/16,Bethel,280166.67
04/16,Bethel,371545.45
05/16,Bethel,310116.67
06/16,Bethel,319158.82
07/16,Bethel,304396.52
08/16,Bethel,296840.32
09/16,Bethel,329892.79
10/16,Bethel,289915.62
11/16,Bethel,349840.24
12/16,Bethel,302903.42
01/17,Bethel,285869.12
02/17,Bethel,305450.0
03/17,Bethel,294728.09
04/17,Bethel,399452.18
05/17,Bethel,308609.52
06/17,Bethel,332265.67
07/17,Bethel,330535.36
08/17,Bethel,306332.4
09/17,Bethel,317291.67
10/17,Bethel,341764.41
11/17,Bethel,341764.41
12/17,Bethel,341764.41
01/18,Bethel,341764.41
02/18,Bethel,341764.41
03/18,Bethel,341764.41
04/18,Bethel,341764.41
05/18,Bethel,341764.41
06/18,Bethel,341764.41
07/18,Bethel,341764.41
08/18,Bethel,341764.41
09/18,Bethel,341764.41
10/18,Bethel,340967.6
11/18,Bethel,316387.19
12/18,Bethel,300110.65
01/19,Bethel,337190.36
02/19,Bethel,280695.0
03/19,Bethel,308327.78
04/19,Bethel,387258.53
05/19,Bethel,352014.42
06/19,Bethel,331554.35
07/19,Bethel,332905.3
08/19,Bethel,361916.0
09/19,Bethel,334971.88
10/19,Bethel,394689.13
11/19,Bethel,364809.09
12/19,Bethel,364860.9
01/20,Bethel,380812.5
02/20,Bethel,325649.32
03/20,Bethel,339635.71
04/20,Bethel,400226.5
05/20,Bethel,350778.63
06/20,Bethel,358902.67
07/20,Bethel,363026.77
08/20,Bethel,392244.06
09/20,Bethel,389835.86
10/20,Bethel,384285.59
11/20,Bethel,413863.88
12/20,Bethel,399315.76
01/21,Bethel,381098.05
02/21,Bethel,450418.74
03/21,Bethel,373446.14
04/21,Bethel,395209.82
05/21,Bethel,387698.22
06/21,Bethel,415056.22
07/21,Bethel,376419.58
08/21,Bethel,416617.37
09/21,Bethel,408012.36
10/21,Bethel,415268.66
11/21,Bethel,462190.84
12/21,Bethel,435532.81
01/22,Bethel,399180.17
02/22,Bethel,380168.12
03/22,Bethel,439039.1
04/22,Bethel,455080.8
05/22,Bethel,428686.04
06/22,Bethel,461072.59
07/22,Bethel,492664.64
08/22,Bethel,448697.97
09/22,Bethel,475673.86
10/22,Bethel,351622.51
11/22,Bethel,351622.51
12/22,Bethel,351622.51
10/06,Bethlehem,223000.0
11/06,Bethlehem,255000.0
12/06,Bethlehem,357833.17
01/07,Bethlehem,342750.0
02/07,Bethlehem,310000.0
03/07,Bethlehem,535000.0
04/07,Bethlehem,236007.0
05/07,Bethlehem,419285.71
06/07,Bethlehem,363900.0
07/07,Bethlehem,327875.0
08/07,Bethlehem,513500.0
09/07,Bethlehem,215690.33
10/07,Bethlehem,379092.86
11/07,Bethlehem,248333.33
12/07,Bethlehem,219583.33
01/08,Bethlehem,401666.67
02/08,Bethlehem,725000.0
03/08,Bethlehem,338500.0
04/08,Bethlehem,370000.0
05/08,Bethlehem,231666.67
06/08,Bethlehem,257534.4
07/08,Bethlehem,436875.0
08/08,Bethlehem,275000.0
09/08,Bethlehem,210000.0
10/08,Bethlehem,258075.23
11/08,Bethlehem,258075.23
12/08,Bethlehem,258075.23
01/09,Bethlehem,258075.23
02/09,Bethlehem,258075.23
03/09,Bethlehem,258075.23
04/09,Bethlehem,258075.23
05/09,Bethlehem,258075.23
06/09,Bethlehem,258075.23
07/09,Bethlehem,258075.23
08/09,Bethlehem,258075.23
09/09,Bethlehem,258075.23
10/09,Bethlehem,327366.67
11/09,Bethlehem,245833.33
12/09,Bethlehem,311666.67
01/10,Bethlehem,218750.0
02/10,Bethlehem,276500.0
03/10,Bethlehem,296300.0
04/10,Bethlehem,240066.67
05/10,Bethlehem,275750.0
06/10,Bethlehem,439600.0
07/10,Bethlehem,300000.0
08/10,Bethlehem,224000.0
09/10,Bethlehem,427750.0
10/10,Bethlehem,225400.0
11/10,Bethlehem,334000.0
12/10,Bethlehem,219250.0
01/11,Bethlehem,298336.0
02/11,Bethlehem,123750.0
03/11,Bethlehem,123750.0
04/11,Bethlehem,351000.0
05/11,Bethlehem,140000.0
06/11,Bethlehem,218833.33
07/11,Bethlehem,100000.0
08/11,Bethlehem,332000.0
09/11,Bethlehem,85000.0
10/11,Bethlehem,325000.0
11/11,Bethlehem,258150.91
12/11,Bethlehem,282500.0
01/12,Bethlehem,258378.47
02/12,Bethlehem,258378.47
03/12,Bethlehem,165000.0
04/12,Bethlehem,210630.75
05/12,Bethlehem,510920.0
06/12,Bethlehem,259391.34
07/12,Bethlehem,337500.0
08/12,Bethlehem,250833.33
09/12,Bethlehem,128000.0
10/12,Bethlehem,499000.0
11/12,Bethlehem,245500.0
12/12,Bethlehem,297980.0
01/13,Bethlehem,150000.0
02/13,Bethlehem,260186.84
03/13,Bethlehem,260186.84
04/13,Bethlehem,113500.0
05/13,Bethlehem,333000.0
06/13,Bethlehem,269666.67
07/13,Bethlehem,275666.67
08/13,Bethlehem,436750.0
09/13,Bethlehem,175100.0
10/13,Bethlehem,260532.87
11/13,Bethlehem,260532.87
12/13,Bethlehem,260532.87
01/14,Bethlehem,260532.87
02/14,Bethlehem,260532.87
03/14,Bethlehem,260532.87
04/14,Bethlehem,260532.87
05/14,Bethlehem,260532.87
06/14,Bethlehem,260532.87
07/14,Bethlehem,260532.87
08/14,Bethlehem,260532.87
09/14,Bethlehem,260532.87
10/14,Bethlehem,298333.33
11/14,Bethlehem,347000.0
12/14,Bethlehem,363666.67
01/15,Bethlehem,190000.0
02/15,Bethlehem,295500.0
03/15,Bethlehem,175000.0
04/15,Bethlehem,140000.0
05/15,Bethlehem,315000.0
06/15,Bethlehem,317166.67
07/15,Bethlehem,234750.0
08/15,Bethlehem,177500.0
09/15,Bethlehem,202111.11
10/15,Bethlehem,209833.33
