Date,Town,Sale Amount
06/13,Mansfield,202375.0
07/13,Mansfield,192045.24
08/13,Mansfield,185642.31
09/13,Mansfield,172428.57
10/13,Mansfield,333421.67
11/13,Mansfield,164687.5
12/13,Mansfield,237778.18
01/14,Mansfield,209528.57
02/14,Mansfield,195375.0
03/14,Mansfield,184779.3
04/14,Mansfield,199000.0
05/14,Mansfield,234438.75
06/14,Mansfield,262410.53
07/14,Mansfield,181906.48
08/14,Mansfield,193138.1
09/14,Mansfield,162500.0
10/14,Mansfield,221247.92
11/14,Mansfield,221247.92
12/14,Mansfield,221247.92
01/15,Mansfield,221247.92
02/15,Mansfield,221247.92
03/15,Mansfield,221247.92
04/15,Mansfield,221247.92
05/15,Mansfield,221247.92
06/15,Mansfield,221247.92
07/15,Mansfield,221247.92
08/15,Mansfield,221247.92
09/15,Mansfield,221247.92
10/15,Mansfield,216600.0
11/15,Mansfield,159730.77
12/15,Mansfield,227041.67
01/16,Mansfield,141071.43
02/16,Mansfield,168613.86
03/16,Mansfield,192449.62
04/16,Mansfield,198953.09
05/16,Mansfield,198275.0
06/16,Mansfield,247961.9
07/16,Mansfield,226930.86
08/16,Mansfield,210889.42
09/16,Mansfield,210990.0
10/16,Mansfield,191700.0
11/16,Mansfield,124990.0
12/16,Mansfield,198667.0
01/17,Mansfield,183821.29
02/17,Mansfield,160932.8
03/17,Mansfield,204318.82
04/17,Mansfield,219280.0
05/17,Mansfield,255840.91
06/17,Mansfield,233683.33
07/17,Mansfield,192440.0
08/17,Mansfield,217060.24
09/17,Mansfield,213309.09
10/17,Mansfield,180038.46
11/17,Mansfield,225236.57
12/17,Mansfield,242075.0
01/18,Mansfield,218245.45
02/18,Mansfield,181783.36
03/18,Mansfield,259200.0
04/18,Mansfield,188700.0
05/18,Mansfield,314875.0
06/18,Mansfield,239520.83
07/18,Mansfield,190971.96
08/18,Mansfield,221421.33
09/18,Mansfield,209846.67
10/18,Mansfield,209661.25
11/18,Mansfield,198690.0
12/18,Mansfield,227218.62
01/19,Mansfield,166866.67
02/19,Mansfield,177250.0
03/19,Mansfield,178113.33
04/19,Mansfield,209104.75
05/19,Mansfield,255600.0
06/19,Mansfield,231658.33
07/19,Mansfield,251523.91
08/19,Mansfield,249440.0
09/19,Mansfield,167452.94
10/19,Mansfield,217897.63
11/19,Mansfield,217897.63
12/19,Mansfield,217897.63
01/20,Mansfield,217897.63
02/20,Mansfield,217897.63
03/20,Mansfield,217897.63
04/20,Mansfield,217897.63
05/20,Mansfield,217897.63
06/20,Mansfield,217897.63
07/20,Mansfield,217897.63
08/20,Mansfield,217897.63
09/20,Mansfield,217897.63
10/20,Mansfield,274778.57
11/20,Mansfield,246202.27
12/20,Mansfield,242539.67
01/21,Mansfield,224660.71
02/21,Mansfield,213993.33
03/21,Mansfield,251619.05
04/21,Mansfield,264195.24
05/21,Mansfield,259028.79
06/21,Mansfield,226894.76
07/21,Mansfield,263916.23
08/21,Mansfield,238942.31
09/21,Mansfield,243082.35
10/21,Mansfield,309781.36
11/21,Mansfield,246054.19
12/21,Mansfield,275236.0
01/22,Mansfield,234432.21
02/22,Mansfield,230464.29
03/22,Mansfield,279054.17
04/22,Mansfield,293210.46
05/22,Mansfield,260657.07
06/22,Mansfield,302219.31
07/22,Mansfield,292766.67
08/22,Mansfield,285528.12
09/22,Mansfield,266665.14
10/22,Mansfield,222597.53
11/22,Mansfield,222597.53
12/22,Mansfield,222597.53
10/06,Marlborough,363500.0
11/06,Marlborough,425666.67
12/06,Marlborough,303714.29
01/07,Marlborough,347484.0
02/07,Marlborough,383288.89
03/07,Marlborough,384660.0
04/07,Marlborough,326627.78
05/07,Marlborough,263566.67
06/07,Marlborough,326642.86
07/07,Marlborough,335408.33
08/07,Marlborough,294928.57
09/07,Marlborough,450000.0
10/07,Marlborough,426210.0
11/07,Marlborough,420000.0
12/07,Marlborough,338253.0
01/08,Marlborough,265500.0
02/08,Marlborough,599000.0
03/08,Marlborough,365000.0
04/08,Marlborough,460000.0
05/08,Marlborough,373300.0
06/08,Marlborough,270785.71
07/08,Marlborough,346846.15
08/08,Marlborough,386333.33
09/08,Marlborough,344280.0
10/08,Marlborough,290687.5
11/08,Marlborough,302500.0
12/08,Marlborough,379555.0
01/09,Marlborough,363014.75
02/09,Marlborough,225000.0
03/09,Marlborough,265000.0
04/09,Marlborough,282375.0
05/09,Marlborough,510000.0
06/09,Marlborough,290385.0
07/09,Marlborough,408162.5
08/09,Marlborough,304487.5
09/09,Marlborough,250500.0
10/09,Marlborough,172200.0
11/09,Marlborough,377285.71
12/09,Marlborough,216250.0
01/10,Marlborough,230000.0
02/10,Marlborough,139000.0
03/10,Marlborough,238449.67
04/10,Marlborough,264250.0
05/10,Marlborough,207831.11
06/10,Marlborough,272607.14
07/10,Marlborough,277942.86
08/10,Marlborough,407500.0
09/10,Marlborough,221187.5
10/10,Marlborough,253900.0
11/10,Marlborough,376620.83
12/10,Marlborough,344700.0
01/11,Marlborough,220000.0
02/11,Marlborough,220000.0
03/11,Marlborough,191000.0
04/11,Marlborough,220166.67
05/11,Marlborough,337287.5
06/11,Marlborough,324000.0
07/11,Marlborough,248000.0
08/11,Marlborough,259194.44
09/11,Marlborough,392262.5
10/11,Marlborough,315214.29
11/11,Marlborough,407300.0
12/11,Marlborough,340366.94
01/12,Marlborough,340366.94
02/12,Marlborough,340366.94
03/12,Marlborough,340366.94
04/12,Marlborough,340366.94
05/12,Marlborough,340366.94
06/12,Marlborough,340366.94
07/12,Marlborough,340366.94
08/12,Marlborough,340366.94
09/12,Marlborough,340366.94
10/12,Marlborough,362700.0
11/12,Marlborough,240666.67
12/12,Marlborough,283300.0
01/13,Marlborough,260520.0
02/13,Marlborough,290000.0
03/13,Marlborough,251625.0
04/13,Marlborough,235720.0
05/13,Marlborough,240033.17
06/13,Marlborough,268166.67
07/13,Marlborough,246300.0
08/13,Marlborough,320819.44
09/13,Marlborough,257800.0
10/13,Marlborough,266295.78
11/13,Marlborough,343697.62
12/13,Marlborough,249375.0
01/14,Marlborough,227250.0
02/14,Marlborough,317450.0
03/14,Marlborough,323766.67
04/14,Marlborough,372733.33
05/14,Marlborough,347788.57
06/14,Marlborough,249186.38
07/14,Marlborough,341054.5
08/14,Marlborough,249381.82
09/14,Marlborough,262860.0
10/14,Marlborough,288589.21
11/14,Marlborough,234000.0
12/14,Marlborough,217675.0
01/15,Marlborough,181666.67
02/15,Marlborough,207500.0
03/15,Marlborough,409023.2
04/15,Marlborough,257812.5
05/15,Marlborough,218200.0
06/15,Marlborough,266136.84
07/15,Marlborough,319819.11
08/15,Marlborough,275500.0
09/15,Marlborough,273100.0
10/15,Marlborough,325459.82
11/15,Marlborough,325459.82
12/15,Marlborough,325459.82
01/16,Marlborough,325459.82
02/16,Marlborough,325459.82
03/16,Marlborough,325459.82
04/16,Marlborough,325459.82
05/16,Marlborough,325459.82
06/16,Marlborough,325459.82
07/16,Marlborough,325459.82
08/16,Marlborough,325459.82
09/16,Marlborough,325459.82
10/16,Marlborough,191621.43
11/16,Marlborough,277033.33
12/16,Marlborough,268568.18
01/17,Marlborough,287923.08
02/17,Marlborough,257180.0
03/17,Marlborough,246410.6
04/17,Marlborough,314071.43
05/17,Marlborough,237650.0
06/17,Marlborough,310053.85
07/17,Marlborough,246977.78
08/17,Marlborough,283125.0
09/17,Marlborough,181576.92
10/17,Marlborough,262979.17
11/17,Marlborough,300762.5
12/17,Marlborough,318916.67
01/18,Marlborough,266021.67
02/18,Marlborough,278333.33
03/18,Marlborough,165000.0
04/18,Marlborough,294885.5
05/18,Marlborough,375534.04
06/18,Marlborough,270233.33
07/18,Marlborough,254750.0
08/18,Marlborough,331912.5
09/18,Marlborough,271916.67
10/18,Marlborough,236649.91
11/18,Marlborough,213666.67
12/18,Marlborough,295481.82
01/19,Marlborough,285000.0
02/19,Marlborough,208500.0
03/19,Marlborough,207450.0
04/19,Marlborough,218614.75
05/19,Marlborough,247508.33
06/19,Marlborough,337483.33
07/19,Marlborough,334263.33
08/19,Marlborough,267583.33
09/19,Marlborough,256790.0
10/19,Marlborough,220960.0
11/19,Marlborough,294900.0
12/19,Marlborough,357250.0
01/20,Marlborough,267866.67
02/20,Marlborough,253768.75
03/20,Marlborough,270931.3
04/20,Marlborough,369142.86
05/20,Marlborough,217466.67
06/20,Marlborough,289520.0
07/20,Marlborough,367423.08
08/20,Marlborough,323055.56
09/20,Marlborough,313211.57
10/20,Marlborough,313211.57
11/20,Marlborough,313211.57
12/20,Marlborough,313211.57
01/21,Marlborough,313211.57
02/21,Marlborough,313211.57
03/21,Marlborough,313211.57
04/21,Marlborough,313211.57
05/21,Marlborough,313211.57
06/21,Marlborough,313211.57
07/21,Marlborough,313211.57
08/21,Marlborough,313211.57
09/21,Marlborough,313211.57
10/21,Marlborough,353414.29
11/21,Marlborough,376350.0
12/21,Marlborough,289690.0
01/22,Marlborough,284000.0
02/22,Marlborough,452146.25
03/22,Marlborough,416404.4
04/22,Marlborough,343375.0
05/22,Marlborough,444444.44
06/22,Marlborough,368312.5
07/22,Marlborough,463750.0
08/22,Marlborough,325730.0
09/22,Marlborough,342345.45
10/22,Marlborough,316504.64
11/22,Marlborough,316504.64
12/22,Marlborough,316504.64
10/06,Meriden,264000.0
11/06,Meriden,264000.0
12/06,Meriden,264000.0
01/07,Meriden,264000.0
02/07,Meriden,264000.0
03/07,Meriden,264000.0
04/07,Meriden,264000.0
05/07,Meriden,264000.0
06/07,Meriden,264000.0
07/07,Meriden,264000.0
08/07,Meriden,264000.0
09/07,Meriden,264000.0
10/07,Meriden,196764.89
11/07,Meriden,193838.24
12/07,Meriden,194338.46
01/08,Meriden,188869.57
02/08,Meriden,163435.75
03/08,Meriden,192477.86
04/08,Meriden,189648.12
05/08,Meriden,192574.42
06/08,Meriden,184624.33
07/08,Meriden,180337.8
08/08,Meriden,168671.58
09/08,Meriden,183905.25
10/08,Meriden,162970.02
11/08,Meriden,163772.5
12/08,Meriden,134598.78
01/09,Meriden,165018.62
02/09,Meriden,129672.96
03/09,Meriden,148753.68
04/09,Meriden,130439.39
05/09,Meriden,170362.2
06/09,Meriden,171329.41
07/09,Meriden,170880.28
08/09,Meriden,182430.56
09/09,Meriden,157771.96
10/09,Meriden,158190.07
11/09,Meriden,159796.8
12/09,Meriden,160268.83
01/10,Meriden,157478.0
02/10,Meriden,124419.96
03/10,Meriden,157477.47
04/10,Meriden,151449.5
05/10,Meriden,183065.77
06/10,Meriden,162781.0
07/10,Meriden,157839.39
08/10,Meriden,146843.45
09/10,Meriden,116607.88
10/10,Meriden,137579.26
11/10,Meriden,131393.48
12/10,Meriden,157954.33
01/11,Meriden,120818.09
02/11,Meriden,148744.3
03/11,Meriden,137142.82
04/11,Meriden,140202.15
05/11,Meriden,137068.63
06/11,Meriden,146528.14
07/11,Meriden,184725.08
08/11,Meriden,146830.77
09/11,Meriden,144741.0
10/11,Meriden,157142.0
11/11,Meriden,148707.67
12/11,Meriden,146644.44
01/12,Meriden,194983.78
02/12,Meriden,137979.76
03/12,Meriden,127519.93
04/12,Meriden,141659.95
05/12,Meriden,135076.29
06/12,Meriden,145765.12
07/12,Meriden,148446.66
08/12,Meriden,119861.44
09/12,Meriden,161589.41
10/12,Meriden,148935.0
11/12,Meriden,143823.88
12/12,Meriden,135247.65
01/13,Meriden,136199.97
02/13,Meriden,128357.14
03/13,Meriden,131310.45
04/13,Meriden,163391.76
05/13,Meriden,149848.21
06/13,Meriden,152312.97
07/13,Meriden,167707.14
08/13,Meriden,159963.41
09/13,Meriden,174002.3
10/13,Meriden,152040.04
11/13,Meriden,135100.62
12/13,Meriden,129758.94
01/14,Meriden,115991.56
02/14,Meriden,137638.5
03/14,Meriden,130860.54
04/14,Meriden,142067.57
05/14,Meriden,145653.66
06/14,Meriden,152859.3
07/14,Meriden,147912.65
08/14,Meriden,156948.61
09/14,Meriden,116772.22
10/14,Meriden,126083.24
11/14,Meriden,169435.79
12/14,Meriden,131061.96
01/15,Meriden,114810.0
02/15,Meriden,140419.09
03/15,Meriden,126768.58
04/15,Meriden,139346.57
05/15,Meriden,137352.27
06/15,Meriden,151053.25
07/15,Meriden,155353.94
08/15,Meriden,129905.29
09/15,Meriden,144798.93
10/15,Meriden,139778.78
11/15,Meriden,127297.56
12/15,Meriden,141137.43
01/16,Meriden,126556.62
02/16,Meriden,116370.68
03/16,Meriden,136415.4
04/16,Meriden,124003.51
05/16,Meriden,148187.04
06/16,Meriden,155797.48
07/16,Meriden,166516.76
08/16,Meriden,161090.58
09/16,Meriden,157637.58
10/16,Meriden,140774.26
11/16,Meriden,146836.51
12/16,Meriden,143953.48
01/17,Meriden,138198.13
02/17,Meriden,140465.79
03/17,Meriden,128092.17
04/17,Meriden,134968.52
05/17,Meriden,147135.84
06/17,Meriden,146439.51
07/17,Meriden,158978.15
08/17,Meriden,166787.73
09/17,Meriden,174694.27
10/17,Meriden,151743.24
11/17,Meriden,149861.05
12/17,Meriden,151845.28
01/18,Meriden,153074.73
02/18,Meriden,144382.96
03/18,Meriden,158330.71
04/18,Meriden,148138.33
05/18,Meriden,154628.69
06/18,Meriden,163642.38
07/18,Meriden,171560.15
08/18,Meriden,163772.69
09/18,Meriden,150348.78
10/18,Meriden,173308.03
11/18,Meriden,174559.26
12/18,Meriden,166117.5
01/19,Meriden,158456.33
02/19,Meriden,167649.17
03/19,Meriden,170315.12
04/19,Meriden,173810.0
05/19,Meriden,157575.92
06/19,Meriden,171010.35
07/19,Meriden,179151.01
08/19,Meriden,184726.84
09/19,Meriden,162681.44
10/19,Meriden,162008.81
11/19,Meriden,141990.17
12/19,Meriden,148602.94
01/20,Meriden,164605.15
02/20,Meriden,164688.89
03/20,Meriden,157654.94
04/20,Meriden,187185.98
05/20,Meriden,184059.7
06/20,Meriden,175891.07
07/20,Meriden,183958.28
08/20,Meriden,181327.55
09/20,Meriden,168276.49
10/20,Meriden,176120.9
11/20,Meriden,184120.4
12/20,Meriden,183348.38
01/21,Meriden,182500.06
02/21,Meriden,181475.01
03/21,Meriden,178365.35
04/21,Meriden,198787.33
05/21,Meriden,195841.87
06/21,Meriden,201198.53
07/21,Meriden,201777.52
08/21,Meriden,216838.48
09/21,Meriden,215999.72
10/21,Meriden,243450.0
11/21,Meriden,176593.14
12/21,Meriden,176593.14
01/22,Meriden,176593.14
02/22,Meriden,176593.14
03/22,Meriden,176593.14
04/22,Meriden,176593.14
05/22,Meriden,176593.14
06/22,Meriden,176593.14
07/22,Meriden,176593.14
08/22,Meriden,176593.14
09/22,Meriden,176593.14
10/22,Meriden,176593.14
11/22,Meriden,176593.14
12/22,Meriden,176593.14
10/06,Middlebury,519100.0
11/06,Middlebury,519100.0
12/06,Middlebury,519100.0
01/07,Middlebury,519100.0
02/07,Middlebury,519100.0
03/07,Middlebury,519100.0
04/07,Middlebury,519100.0
05/07,Middlebury,519100.0
06/07,Middlebury,519100.0
07/07,Middlebury,519100.0
08/07,Middlebury,519100.0
09/07,Middlebury,519100.0
10/07,Middlebury,519100.0
11/07,Middlebury,261500.0
12/07,Middlebury,372500.0
01/08,Middlebury,347500.0
02/08,Middlebury,511212.33
03/08,Middlebury,300800.0
04/08,Middlebury,274800.0
05/08,Middlebury,367500.0
06/08,Middlebury,544666.67
07/08,Middlebury,388322.22
08/08,Middlebury,423000.0
09/08,Middlebury,361875.0
10/08,Middlebury,335697.73
11/08,Middlebury,343000.0
12/08,Middlebury,356666.67
01/09,Middlebury,293333.33
02/09,Middlebury,418138.75
03/09,Middlebury,391142.86
04/09,Middlebury,489737.71
05/09,Middlebury,376514.29
06/09,Middlebury,371562.5
07/09,Middlebury,335312.5
08/09,Middlebury,300225.0
09/09,Middlebury,309382.86
10/09,Middlebury,349545.45
11/09,Middlebury,383999.71
12/09,Middlebury,386150.0
01/10,Middlebury,227500.0
02/10,Middlebury,330000.0
03/10,Middlebury,380200.0
04/10,Middlebury,450000.0
05/10,Middlebury,385000.0
06/10,Middlebury,338227.27
07/10,Middlebury,316000.0
08/10,Middlebury,331916.67
09/10,Middlebury,295916.67
10/10,Middlebury,278630.0
11/10,Middlebury,328250.0
12/10,Middlebury,318500.0
01/11,Middlebury,382312.5
02/11,Middlebury,465000.0
03/11,Middlebury,244207.33
04/11,Middlebury,248200.0
05/11,Middlebury,347582.6
06/11,Middlebury,301318.18
07/11,Middlebury,299604.29
08/11,Middlebury,298333.33
09/11,Middlebury,440691.25
10/11,Middlebury,451630.66
11/11,Middlebury,451630.66
12/11,Middlebury,451630.66
01/12,Middlebury,451630.66
02/12,Middlebury,451630.66
03/12,Middlebury,451630.66
04/12,Middlebury,451630.66
05/12,Middlebury,451630.66
06/12,Middlebury,451630.66
07/12,Middlebury,451630.66
08/12,Middlebury,451630.66
09/12,Middlebury,451630.66
10/12,Middlebury,287333.33
11/12,Middlebury,287662.5
12/12,Middlebury,266900.0
01/13,Middlebury,160833.33
02/13,Middlebury,310000.0
03/13,Middlebury,257460.0
04/13,Middlebury,385583.17
05/13,Middlebury,287500.0
06/13,Middlebury,337208.42
07/13,Middlebury,263936.64
08/13,Middlebury,307846.15
09/13,Middlebury,260548.9
10/13,Middlebury,273945.0
11/13,Middlebury,249813.33
12/13,Middlebury,361307.14
01/14,Middlebury,318571.43
02/14,Middlebury,245250.0
03/14,Middlebury,482500.0
04/14,Middlebury,242065.0
05/14,Middlebury,274888.89
06/14,Middlebury,352125.0
07/14,Middlebury,369000.0
08/14,Middlebury,350169.31
09/14,Middlebury,282550.0
10/14,Middlebury,229000.0
11/14,Middlebury,443000.0
12/14,Middlebury,263553.57
01/15,Middlebury,227166.67
02/15,Middlebury,260100.0
03/15,Middlebury,279166.67
04/15,Middlebury,264800.0
05/15,Middlebury,283950.0
06/15,Middlebury,277063.89
07/15,Middlebury,299166.67
08/15,Middlebury,324668.75
09/15,Middlebury,273450.0
10/15,Middlebury,227833.33
11/15,Middlebury,294187.5
12/15,Middlebury,268333.33
01/16,Middlebury,354600.0
02/16,Middlebury,376800.0
03/16,Middlebury,262287.83
04/16,Middlebury,317465.91
05/16,Middlebury,250833.33
06/16,Middlebury,301377.78
07/16,Middlebury,442750.0
08/16,Middlebury,313852.94
09/16,Middlebury,263511.11
10/16,Middlebury,406450.57
11/16,Middlebury,406450.57
12/16,Middlebury,406450.57
01/17,Middlebury,406450.57
02/17,Middlebury,406450.57
03/17,Middlebury,406450.57
04/17,Middlebury,406450.57
05/17,Middlebury,406450.57
06/17,Middlebury,406450.57
07/17,Middlebury,406450.57
08/17,Middlebury,406450.57
09/17,Middlebury,406450.57
10/17,Middlebury,384409.09
11/17,Middlebury,396116.67
12/17,Middlebury,270437.5
01/18,Middlebury,309769.23
02/18,Middlebury,295000.0
03/18,Middlebury,435750.0
04/18,Middlebury,292500.0
05/18,Middlebury,403945.55
06/18,Middlebury,343292.31
07/18,Middlebury,292297.88
08/18,Middlebury,329878.36
09/18,Middlebury,385800.0
10/18,Middlebury,356566.67
11/18,Middlebury,336857.14
12/18,Middlebury,359142.86
01/19,Middlebury,337333.33
02/19,Middlebury,212583.33
03/19,Middlebury,289604.55
04/19,Middlebury,304500.0
05/19,Middlebury,288746.82
06/19,Middlebury,324965.15
07/19,Middlebury,333376.47
08/19,Middlebury,322632.35
09/19,Middlebury,523416.83
10/19,Middlebury,314018.18
11/19,Middlebury,322906.25
12/19,Middlebury,333600.0
01/20,Middlebury,314995.0
02/20,Middlebury,396000.0
03/20,Middlebury,474810.93
04/20,Middlebury,332842.83
05/20,Middlebury,245000.0
06/20,Middlebury,340857.14
07/20,Middlebury,406352.94
08/20,Middlebury,377700.0
09/20,Middlebury,314409.09
10/20,Middlebury,434932.5
11/20,Middlebury,373191.7
12/20,Middlebury,381550.29
01/21,Middlebury,475184.11
02/21,Middlebury,365415.41
03/21,Middlebury,412394.57
04/21,Middlebury,344062.05
05/21,Middlebury,382476.69
06/21,Middlebury,396347.88
07/21,Middlebury,444529.75
08/21,Middlebury,370508.0
09/21,Middlebury,456550.85
10/21,Middlebury,395218.01
11/21,Middlebury,395218.01
12/21,Middlebury,395218.01
01/22,Middlebury,395218.01
02/22,Middlebury,395218.01
03/22,Middlebury,395218.01
04/22,Middlebury,395218.01
05/22,Middlebury,395218.01
06/22,Middlebury,395218.01
07/22,Middlebury,395218.01
08/22,Middlebury,395218.01
09/22,Middlebury,395218.01
10/22,Middlebury,395218.01
11/22,Middlebury,395218.01
12/22,Middlebury,395218.01
10/06,Middlefield,500125.0
11/06,Middlefield,500125.0
12/06,Middlefield,500125.0
01/07,Middlefield,500125.0
02/07,Middlefield,500125.0
03/07,Middlefield,500125.0
04/07,Middlefield,500125.0
05/07,Middlefield,500125.0
06/07,Middlefield,500125.0
07/07,Middlefield,500125.0
08/07,Middlefield,500125.0
09/07,Middlefield,500125.0
10/07,Middlefield,500125.0
11/07,Middlefield,298000.0
12/07,Middlefield,275833.33
01/08,Middlefield,227000.0
02/08,Middlefield,382000.0
03/08,Middlefield,317914.29
04/08,Middlefield,288850.0
05/08,Middlefield,275000.0
06/08,Middlefield,247000.0
07/08,Middlefield,331450.0
08/08,Middlefield,363500.0
09/08,Middlefield,345000.0
10/08,Middlefield,229333.33
11/08,Middlefield,182000.0
12/08,Middlefield,233000.0
01/09,Middlefield,387000.0
02/09,Middlefield,387000.0
03/09,Middlefield,340000.0
04/09,Middlefield,236000.0
05/09,Middlefield,458575.35
06/09,Middlefield,314000.0
07/09,Middlefield,181535.5
08/09,Middlefield,283775.0
09/09,Middlefield,109251.0
10/09,Middlefield,303400.0
11/09,Middlefield,309975.0
12/09,Middlefield,248187.5
01/10,Middlefield,242500.0
02/10,Middlefield,441117.24
03/10,Middlefield,360000.0
04/10,Middlefield,328000.0
05/10,Middlefield,274875.0
06/10,Middlefield,332500.0
07/10,Middlefield,387416.67
08/10,Middlefield,167500.0
09/10,Middlefield,226750.0
10/10,Middlefield,431303.85
11/10,Middlefield,525000.0
12/10,Middlefield,341000.0
01/11,Middlefield,248450.0
02/11,Middlefield,216102.67
03/11,Middlefield,194500.0
04/11,Middlefield,208166.67
05/11,Middlefield,158300.0
06/11,Middlefield,388125.0
07/11,Middlefield,285000.0
08/11,Middlefield,243550.0
09/11,Middlefield,160204.0
10/11,Middlefield,415725.39
11/11,Middlefield,415725.39
12/11,Middlefield,415725.39
01/12,Middlefield,415725.39
02/12,Middlefield,415725.39
03/12,Middlefield,415725.39
04/12,Middlefield,415725.39
05/12,Middlefield,415725.39
06/12,Middlefield,415725.39
07/12,Middlefield,415725.39
08/12,Middlefield,415725.39
09/12,Middlefield,415725.39
10/12,Middlefield,188000.0
11/12,Middlefield,247280.0
12/12,Middlefield,238333.33
01/13,Middlefield,320000.0
02/13,Middlefield,212166.67
03/13,Middlefield,292619.8
04/13,Middlefield,157250.0
05/13,Middlefield,194128.57
06/13,Middlefield,250712.25
07/13,Middlefield,221750.0
08/13,Middlefield,182333.33
09/13,Middlefield,240666.67
10/13,Middlefield,235314.29
11/13,Middlefield,227333.33
12/13,Middlefield,220000.0
01/14,Middlefield,249000.0
02/14,Middlefield,167500.0
03/14,Middlefield,171500.0
04/14,Middlefield,247500.0
05/14,Middlefield,212666.67
06/14,Middlefield,182316.67
07/14,Middlefield,215625.0
08/14,Middlefield,246556.43
09/14,Middlefield,241666.67
10/14,Middlefield,176466.67
11/14,Middlefield,190000.0
12/14,Middlefield,167600.0
01/15,Middlefield,264666.67
02/15,Middlefield,209333.33
03/15,Middlefield,206948.75
04/15,Middlefield,196764.8
05/15,Middlefield,215000.0
06/15,Middlefield,252928.57
07/15,Middlefield,278000.0
08/15,Middlefield,231979.8
09/15,Middlefield,173333.33
10/15,Middlefield,242500.0
11/15,Middlefield,255000.0
12/15,Middlefield,181250.0
01/16,Middlefield,175833.33
02/16,Middlefield,364756.62
03/16,Middlefield,203200.0
04/16,Middlefield,225500.0
05/16,Middlefield,234600.0
06/16,Middlefield,313083.33
07/16,Middlefield,285417.86
08/16,Middlefield,235000.0
09/16,Middlefield,276250.0
10/16,Middlefield,359910.38
11/16,Middlefield,359910.38
12/16,Middlefield,359910.38
01/17,Middlefield,359910.38
02/17,Middlefield,359910.38
03/17,Middlefield,359910.38
04/17,Middlefield,359910.38
05/17,Middlefield,359910.38
06/17,Middlefield,359910.38
07/17,Middlefield,359910.38
08/17,Middlefield,359910.38
09/17,Middlefield,359910.38
10/17,Middlefield,290150.0
11/17,Middlefield,274933.33
12/17,Middlefield,150000.0
01/18,Middlefield,196000.0
02/18,Middlefield,240000.0
03/18,Middlefield,194075.14
04/18,Middlefield,267635.0
05/18,Middlefield,222214.29
06/18,Middlefield,305625.0
07/18,Middlefield,248800.0
08/18,Middlefield,251194.25
09/18,Middlefield,333300.0
10/18,Middlefield,248625.0
11/18,Middlefield,174192.86
12/18,Middlefield,204000.0
01/19,Middlefield,238185.0
02/19,Middlefield,258750.0
03/19,Middlefield,200000.0
04/19,Middlefield,208750.0
05/19,Middlefield,198750.0
06/19,Middlefield,319500.0
07/19,Middlefield,357480.0
08/19,Middlefield,288551.57
09/19,Middlefield,212663.85
10/19,Middlefield,216090.0
11/19,Middlefield,345650.0
12/19,Middlefield,226833.33
01/20,Middlefield,379900.0
02/20,Middlefield,237300.0
03/20,Middlefield,267000.0
04/20,Middlefield,336300.0
05/20,Middlefield,221250.0
06/20,Middlefield,324940.0
07/20,Middlefield,199800.0
08/20,Middlefield,249400.0
09/20,Middlefield,314400.0
10/20,Middlefield,370904.64
11/20,Middlefield,327000.0
12/20,Middlefield,244268.18
01/21,Middlefield,297867.5
02/21,Middlefield,136999.67
03/21,Middlefield,190057.14
04/21,Middlefield,253333.33
05/21,Middlefield,307580.0
06/21,Middlefield,354081.82
07/21,Middlefield,349837.5
08/21,Middlefield,306271.43
09/21,Middlefield,237333.33
10/21,Middlefield,290944.44
11/21,Middlefield,340611.11
12/21,Middlefield,216600.0
01/22,Middlefield,261400.0
02/22,Middlefield,258500.0
03/22,Middlefield,307833.33
04/22,Middlefield,285180.0
05/22,Middlefield,295510.1
06/22,Middlefield,380000.0
07/22,Middlefield,346833.33
08/22,Middlefield,286428.57
09/22,Middlefield,328000.0
10/22,Middlefield,335389.98
11/22,Middlefield,335389.98
12/22,Middlefield,335389.98
10/06,Middletown,255897.31
11/06,Middletown,250557.14
12/06,Middletown,259230.0
01/07,Middletown,250800.32
02/07,Middletown,244994.12
03/07,Middletown,243387.65
04/07,Middletown,248532.09
05/07,Middletown,247892.79
06/07,Middletown,274884.5
07/07,Middletown,227888.64
08/07,Middletown,274275.91
09/07,Middletown,248226.32
10/07,Middletown,255256.71
11/07,Middletown,255256.71
12/07,Middletown,255256.71
01/08,Middletown,255256.71
02/08,Middletown,255256.71
03/08,Middletown,255256.71
04/08,Middletown,255256.71
05/08,Middletown,255256.71
06/08,Middletown,255256.71
07/08,Middletown,255256.71
08/08,Middletown,255256.71
09/08,Middletown,255256.71
10/08,Middletown,234869.51
11/08,Middletown,242766.93
12/08,Middletown,212987.13
01/09,Middletown,183431.25
02/09,Middletown,238094.12
03/09,Middletown,212897.41
04/09,Middletown,191341.96
05/09,Middletown,237919.67
06/09,Middletown,219606.66
07/09,Middletown,233052.17
08/09,Middletown,240139.73
09/09,Middletown,220950.81
10/09,Middletown,220652.06
11/09,Middletown,243954.66
12/09,Middletown,210505.71
01/10,Middletown,215976.14
02/10,Middletown,236086.36
03/10,Middletown,215074.77
04/10,Middletown,216845.45
05/10,Middletown,223166.21
06/10,Middletown,213542.22
07/10,Middletown,186824.76
08/10,Middletown,224304.27
09/10,Middletown,230705.5
10/10,Middletown,206306.67
11/10,Middletown,244941.24
12/10,Middletown,213871.33
01/11,Middletown,198030.0
02/11,Middletown,276937.5
03/11,Middletown,208440.18
